bidder_id,company_type,udyam_valid,udyam_expired,gst_registered,gst_status_active,gst_returns_filed_pct,pan_valid,itr_filed_last_year,income_tax_defaulter,epfo_applicable,epfo_compliant,esic_applicable,esic_compliant,make_in_india_local_content_pct,make_in_india_required_threshold,startup_india_claimed,startup_india_verified,nsic_claimed,nsic_verified,oem_authorization_required,oem_authorization_provided,blacklisted_flag,debarment_active,documents_missing_count,name_mismatch_across_docs,document_authenticity_score,turnover_consistency_ratio,years_since_registration,past_disputes_count,compliance_score,risk_level
BID00501,Large Enterprise,0,1,1,1,100.0,1,1,0,1,1,0,1,32.6,20,0,0,0,0,1,1,0,0,0,0,88.9,0.6,17,0,85.3,Medium
BID00502,Startup,1,0,1,1,94.1,1,1,0,1,1,1,0,54.5,50,0,0,1,1,1,1,0,0,1,0,85.6,1.05,9,0,91.4,Low
BID00503,MSME,1,0,1,0,92.6,1,1,0,1,1,1,0,45.7,30,1,0,0,0,1,0,0,0,2,0,81.5,0.52,13,0,63.7,High
BID00504,NSIC Registered,1,0,1,0,78.5,1,1,0,1,1,1,0,27.9,20,0,0,0,0,1,1,0,0,1,0,83.2,0.91,13,0,84.3,Medium
BID00505,Large Enterprise,1,0,1,1,62.7,1,0,0,1,0,0,1,51.2,20,0,0,0,0,1,1,0,0,3,0,53.0,1.49,21,0,68.1,High
BID00506,MSME,1,0,1,1,81.9,1,0,0,1,1,1,1,65.4,20,0,0,0,0,0,1,0,0,2,0,91.8,1.14,6,2,80.4,Medium
BID00507,OEM,1,1,0,0,100.0,1,1,0,0,1,0,1,68.1,50,1,1,0,0,0,1,0,0,1,0,100.0,1.33,6,3,75.2,Medium
BID00508,NSIC Registered,1,0,1,1,62.1,1,0,0,1,1,1,1,100.0,20,0,0,0,0,0,1,0,0,2,0,75.0,1.14,20,0,82.6,Medium
BID00509,OEM,1,0,1,1,69.2,1,1,0,1,1,1,1,66.6,20,0,0,0,0,0,1,0,0,1,0,67.4,1.13,21,0,90.4,Low
BID00510,Large Enterprise,1,0,1,1,86.9,1,1,0,1,1,1,0,83.8,30,0,0,0,0,0,1,0,0,3,0,100.0,0.59,22,0,87.0,Low
BID00511,Large Enterprise,1,0,1,0,70.2,1,1,0,0,1,1,1,56.7,50,0,0,0,0,0,1,0,0,2,0,89.5,1.52,10,0,81.7,Medium
BID00512,Startup,1,0,1,1,73.1,1,1,0,0,1,0,1,97.0,30,0,0,0,0,0,1,0,0,0,0,95.9,1.41,17,0,96.5,Low
BID00513,OEM,1,0,1,1,78.6,1,0,0,0,1,0,1,100.0,50,1,1,0,0,0,1,0,0,2,0,91.0,0.81,9,0,86.4,Medium
BID00514,NSIC Registered,1,1,1,1,64.5,1,1,0,0,1,1,1,68.3,20,0,0,0,0,0,1,0,0,2,0,73.9,1.38,14,1,76.0,Medium
BID00515,MSME,1,0,1,1,70.4,1,1,0,1,1,0,1,30.2,30,0,0,0,0,0,1,0,0,1,1,95.9,1.27,11,0,79.7,Medium
BID00516,MSME,0,1,1,1,95.6,1,1,0,1,1,0,1,41.3,50,0,0,0,0,0,1,0,0,1,0,79.1,1.16,22,0,83.7,Medium
BID00517,MSME,1,0,1,1,65.4,1,1,0,0,1,1,1,62.0,50,0,0,0,0,1,1,0,0,3,1,75.1,1.05,16,0,77.7,Medium
BID00518,NSIC Registered,1,0,1,1,61.0,1,1,0,0,1,1,1,66.4,20,0,0,0,0,0,1,0,0,2,1,92.7,0.97,21,0,77.1,Medium
BID00519,OEM,0,1,1,1,75.5,1,1,0,1,1,0,1,72.5,20,0,0,0,0,0,1,0,0,2,0,87.1,1.44,23,0,79.0,Medium
BID00520,MSME,1,0,1,0,96.0,0,1,0,1,1,1,1,66.5,30,1,1,0,0,0,1,0,0,1,0,90.0,1.03,16,1,80.8,Medium
BID00521,Large Enterprise,1,0,1,1,82.0,0,1,0,0,1,1,0,55.2,30,0,0,0,0,1,0,0,0,1,0,89.5,1.12,0,0,76.5,Medium
BID00522,MSME,1,0,1,1,78.0,1,1,0,0,1,1,1,39.1,50,0,0,0,0,1,1,0,0,1,0,95.0,1.41,5,0,89.6,Low
BID00523,OEM,1,0,1,1,85.7,1,1,0,1,1,0,1,65.0,30,0,0,0,0,0,1,0,0,0,0,100.0,1.29,20,1,94.3,Low
BID00524,NSIC Registered,1,0,1,1,58.8,1,1,1,0,1,1,0,100.0,20,1,1,0,0,1,1,0,0,1,0,87.5,0.69,14,0,78.7,Medium
BID00525,NSIC Registered,1,0,1,1,92.4,1,1,0,1,1,1,1,80.5,30,0,0,0,0,0,1,0,0,2,0,100.0,0.85,18,0,88.5,Low
BID00526,Startup,1,1,1,1,90.8,1,0,0,1,1,1,1,68.4,30,0,0,0,0,0,1,0,0,0,0,98.6,0.79,13,0,88.3,Low
BID00527,Startup,1,0,1,1,78.9,1,1,0,1,0,1,1,80.7,50,0,0,0,0,0,1,0,0,1,0,93.9,1.11,9,1,81.5,Medium
BID00528,MSME,0,1,1,1,100.0,1,1,0,1,0,1,1,45.7,20,1,1,0,0,1,1,0,0,1,0,78.1,0.88,9,0,77.9,Medium
BID00529,MSME,1,0,1,1,68.1,1,1,0,1,1,0,1,42.3,50,1,1,0,0,0,1,0,0,0,1,96.8,0.9,22,0,86.2,Medium
BID00530,NSIC Registered,1,0,1,1,100.0,1,1,1,0,1,1,1,36.3,20,0,0,0,0,1,1,0,0,0,0,90.1,0.94,6,0,92.7,Low
BID00531,NSIC Registered,1,0,1,1,87.3,1,1,0,1,1,0,1,51.9,20,0,0,0,0,0,1,1,0,0,0,68.9,1.09,6,0,70.2,High
BID00532,OEM,1,0,1,0,80.0,1,1,1,1,1,1,1,44.4,50,0,0,0,0,0,1,0,0,2,0,70.8,0.93,13,0,71.9,Medium
BID00533,OEM,1,0,1,1,84.7,1,1,0,1,0,0,1,85.2,30,0,0,0,0,0,1,0,0,1,0,70.4,1.24,14,0,87.7,Low
BID00534,Large Enterprise,1,0,1,1,83.4,1,1,0,1,1,0,1,43.1,50,0,0,0,0,0,1,0,0,1,0,70.7,0.73,21,0,92.7,Low
BID00535,Large Enterprise,1,0,1,1,100.0,1,1,0,0,1,1,1,34.9,30,0,0,0,0,0,1,0,0,1,0,71.9,0.63,19,0,92.5,Low
BID00536,OEM,0,1,1,1,68.8,1,1,0,0,1,0,1,100.0,50,0,0,0,0,0,1,0,0,2,0,95.0,0.84,8,1,78.4,Medium
BID00537,NSIC Registered,1,0,1,1,73.6,1,1,0,0,1,1,1,43.7,50,1,1,0,0,1,0,0,0,0,0,86.0,0.75,14,1,78.1,Medium
BID00538,MSME,1,0,1,1,100.0,1,1,0,0,1,0,1,58.8,30,0,0,0,0,0,1,0,0,2,0,95.6,1.01,8,0,95.9,Low
BID00539,Startup,1,1,1,1,76.1,1,1,0,1,1,1,1,66.3,30,1,1,0,0,1,1,0,0,2,0,71.6,0.9,22,0,82.8,Medium
BID00540,MSME,1,0,1,1,98.5,1,1,0,1,1,0,1,26.6,30,0,0,0,0,0,1,1,0,3,0,66.5,0.68,6,1,57.2,High
BID00541,OEM,1,0,1,1,100.0,1,1,0,0,1,0,1,85.9,50,1,1,0,0,0,1,0,0,0,0,74.6,0.67,23,0,94.1,Low
BID00542,Large Enterprise,1,0,1,1,79.0,1,1,0,0,1,0,1,70.9,30,1,0,0,0,1,1,0,0,0,0,93.3,1.05,10,0,91.5,Low
BID00543,MSME,1,0,1,0,95.2,1,1,1,0,1,0,1,94.0,30,0,0,0,0,0,1,0,0,0,0,94.0,1.23,4,0,76.1,Medium
BID00544,Large Enterprise,1,0,1,1,67.7,1,1,0,0,1,1,1,38.0,30,0,0,1,1,1,1,0,0,0,0,82.3,0.82,8,0,99.7,Low
BID00545,Large Enterprise,1,0,1,1,96.3,1,1,0,0,1,0,1,57.5,20,0,0,0,0,1,0,0,0,3,0,88.9,0.98,5,1,82.6,Medium
BID00546,MSME,1,0,1,1,88.0,1,1,0,1,1,0,1,56.0,30,0,0,0,0,0,1,0,0,1,0,78.9,0.84,6,0,91.3,Low
BID00547,MSME,1,0,1,1,92.1,1,1,0,1,1,0,1,61.6,30,1,0,0,0,0,1,0,0,1,0,76.3,0.96,22,1,83.6,Medium
BID00548,Large Enterprise,1,0,1,1,75.3,1,1,0,0,1,1,1,18.6,30,1,1,0,0,1,1,0,0,2,0,89.8,1.44,24,0,87.6,Low
BID00549,Startup,1,0,1,1,60.1,1,1,0,0,1,0,1,57.8,20,0,0,0,0,0,1,0,0,1,0,93.0,1.62,22,0,86.7,Medium
BID00550,Large Enterprise,1,1,1,0,92.5,1,1,0,1,1,1,1,19.3,20,0,0,0,0,0,1,0,0,0,0,100.0,0.89,13,0,88.3,Low
BID00551,Startup,1,0,1,1,54.0,1,1,0,1,1,0,1,64.0,30,0,0,1,1,0,1,0,0,4,0,73.0,0.87,18,0,76.5,Medium
BID00552,NSIC Registered,1,0,1,1,80.2,1,1,0,1,0,1,1,1.8,30,0,0,0,0,0,1,0,0,1,0,71.5,1.11,21,0,80.1,Medium
BID00553,Large Enterprise,1,0,1,1,99.1,1,1,0,1,1,1,1,8.7,30,0,0,0,0,1,1,0,0,1,0,79.1,1.03,21,1,87.3,Low
BID00554,Large Enterprise,1,0,1,1,87.9,1,1,0,0,1,0,1,75.5,30,0,0,0,0,1,1,0,0,1,0,92.4,1.17,10,1,92.2,Low
BID00555,NSIC Registered,0,1,1,1,100.0,1,1,0,1,0,1,1,41.3,20,1,1,1,1,1,1,0,0,1,0,100.0,0.97,6,0,82.5,Medium
BID00556,Startup,1,0,1,1,100.0,1,1,0,1,1,0,1,30.3,30,0,0,0,0,1,1,0,0,1,0,86.7,0.95,5,0,95.8,Low
BID00557,MSME,0,1,1,1,75.2,1,1,0,1,1,0,1,86.8,20,0,0,0,0,1,1,0,0,2,1,74.7,1.11,3,0,73.2,Medium
BID00558,MSME,1,0,1,1,85.4,1,1,0,0,1,1,1,63.2,50,0,0,0,0,0,1,0,0,1,0,71.3,1.06,13,0,94.2,Low
BID00559,Large Enterprise,1,0,0,0,84.3,1,1,0,1,1,1,1,76.8,20,0,0,0,0,0,1,0,0,2,0,78.0,0.88,21,0,83.5,Medium
BID00560,Large Enterprise,1,0,1,1,61.3,1,1,0,1,1,0,1,50.8,50,0,0,0,0,0,1,1,0,1,0,87.8,1.03,2,2,57.4,High
BID00561,Large Enterprise,1,0,1,1,70.9,1,1,0,1,1,1,0,100.0,20,0,0,0,0,0,1,0,0,1,0,93.6,1.03,16,1,87.6,Low
BID00562,MSME,1,0,1,1,76.6,1,0,0,1,1,0,1,39.9,20,0,0,0,0,1,1,0,0,3,0,87.6,0.31,14,0,77.6,Medium
BID00563,MSME,1,0,1,1,54.5,1,1,0,1,1,0,1,98.6,20,0,0,0,0,1,1,0,1,0,0,76.4,0.99,0,0,67.8,High
BID00564,MSME,1,1,1,1,85.7,1,1,0,1,1,1,1,53.5,30,0,0,0,0,0,1,0,0,1,0,69.3,1.23,20,1,82.8,Medium
BID00565,MSME,1,0,1,0,81.3,1,1,0,0,1,1,1,13.6,20,1,0,0,0,1,1,0,1,0,0,92.9,0.89,10,1,53.8,High
BID00566,Large Enterprise,1,0,1,0,59.9,1,1,0,1,1,1,1,67.1,30,0,0,0,0,0,1,0,0,2,0,78.4,0.81,12,0,81.8,Medium
BID00567,MSME,1,0,1,1,91.1,1,1,0,1,1,0,1,62.9,20,0,0,0,0,0,1,0,0,2,0,79.4,0.81,23,0,87.2,Low
BID00568,Startup,1,0,1,1,95.7,1,1,1,0,1,1,0,28.7,20,0,0,0,0,0,1,0,0,3,0,72.8,1.08,2,1,74.4,Medium
BID00569,OEM,1,1,1,1,88.4,1,1,0,1,0,1,1,31.9,50,0,0,1,1,0,1,0,0,2,0,66.4,0.75,12,0,72.6,Medium
BID00570,MSME,1,0,1,1,80.1,1,1,0,0,1,0,1,54.4,20,0,0,0,0,1,1,0,0,1,0,100.0,1.06,17,0,94.0,Low
BID00571,Startup,1,0,1,1,93.9,1,1,0,1,1,0,1,63.7,30,0,0,0,0,0,1,0,0,2,0,77.1,1.04,23,0,89.3,Low
BID00572,Large Enterprise,1,0,0,0,95.2,1,1,0,1,1,1,1,0.0,50,0,0,0,0,0,1,0,0,0,0,61.4,0.67,8,0,79.3,Medium
BID00573,MSME,0,1,1,0,89.6,1,1,0,0,1,1,1,81.3,50,0,0,0,0,0,1,0,0,1,0,87.0,1.24,24,0,77.5,Medium
BID00574,Large Enterprise,0,1,1,1,72.6,0,1,0,0,1,0,1,42.6,20,1,1,0,0,0,1,1,0,1,0,83.2,1.31,1,0,44.6,High
BID00575,NSIC Registered,1,0,1,1,89.1,1,0,0,1,1,0,1,21.7,20,0,0,0,0,1,1,0,0,0,0,62.5,1.06,7,0,90.0,Low
BID00576,OEM,1,0,0,0,100.0,1,0,0,1,1,0,1,78.5,50,0,0,0,0,0,1,0,0,2,0,98.7,1.01,1,0,83.8,Medium
BID00577,MSME,1,0,1,1,76.1,1,1,0,1,1,0,1,54.4,30,0,0,1,1,0,1,0,0,0,0,92.9,0.87,22,0,98.5,Low
BID00578,OEM,1,0,1,1,100.0,1,1,0,0,1,0,1,85.4,20,0,0,0,0,0,1,0,0,1,0,95.1,0.88,23,0,99.3,Low
BID00579,Startup,1,0,1,1,77.1,1,0,0,0,1,0,1,65.9,50,0,0,0,0,0,1,0,0,3,0,88.2,0.89,0,0,82.9,Medium
BID00580,MSME,1,1,1,1,85.5,1,1,0,1,1,0,1,55.0,30,0,0,0,0,1,1,0,0,1,0,69.4,1.19,23,0,88.7,Low
BID00581,Startup,1,0,1,1,74.9,1,1,0,1,0,0,1,51.2,20,0,0,0,0,1,1,0,0,3,0,84.3,1.14,2,0,83.2,Medium
BID00582,OEM,0,1,1,1,88.3,0,1,0,1,1,0,1,67.1,50,0,0,0,0,0,1,0,0,0,0,79.2,0.51,16,0,76.3,Medium
BID00583,Startup,1,0,1,1,58.9,1,1,0,1,1,1,1,44.7,50,1,1,0,0,0,1,0,0,0,0,77.2,0.63,6,0,86.6,Medium
BID00584,MSME,1,0,1,1,76.8,1,1,0,1,1,1,1,33.7,20,0,0,0,0,0,1,0,0,0,0,100.0,0.79,9,0,94.3,Low
BID00585,Large Enterprise,1,0,1,1,68.6,1,1,0,1,0,0,1,70.2,30,0,0,0,0,0,1,0,0,1,0,73.1,0.88,18,0,84.9,Medium
BID00586,MSME,0,1,1,1,87.0,1,1,0,0,1,1,1,51.4,30,0,0,0,0,0,1,0,0,1,0,79.4,1.11,23,0,81.6,Medium
BID00587,MSME,1,0,1,1,99.9,1,1,0,0,1,0,1,55.8,50,1,0,0,0,0,1,1,0,0,0,85.5,0.87,8,0,62.9,High
BID00588,MSME,1,0,1,1,94.7,1,1,0,0,1,1,0,82.2,30,0,0,0,0,0,1,0,0,1,0,89.7,1.1,17,0,91.0,Low
BID00589,MSME,1,0,1,1,49.4,1,1,0,1,1,0,1,52.2,50,0,0,0,0,0,1,0,0,1,0,100.0,1.4,14,0,84.2,Medium
BID00590,MSME,1,0,1,1,100.0,1,1,0,1,0,1,1,55.4,20,1,0,0,0,1,1,0,0,2,0,83.0,0.85,16,0,84.2,Medium
BID00591,MSME,1,0,1,1,89.4,1,1,0,0,1,0,1,40.0,30,0,0,0,0,0,1,0,0,2,0,88.5,0.77,23,1,90.8,Low
BID00592,Large Enterprise,1,0,1,0,73.4,1,1,0,1,0,0,1,65.8,20,0,0,0,0,0,1,0,0,1,1,70.5,0.72,21,0,65.8,High
BID00593,MSME,1,0,1,1,87.4,0,1,0,0,1,1,1,63.7,50,0,0,0,0,1,1,0,0,1,0,91.9,0.74,16,0,87.9,Low
BID00594,MSME,1,0,1,1,87.6,1,1,0,1,1,0,1,77.5,20,1,1,0,0,0,1,1,0,0,0,100.0,1.14,18,0,78.4,Medium
BID00595,NSIC Registered,1,0,1,1,75.0,1,1,0,1,1,1,1,40.5,30,0,0,0,0,0,1,0,0,1,0,79.9,1.19,8,0,91.3,Low
BID00596,Startup,1,0,1,1,88.0,1,1,0,1,1,1,1,43.6,20,0,0,0,0,0,1,0,0,1,0,94.6,1.16,24,0,90.8,Low
BID00597,Large Enterprise,1,0,1,1,75.9,1,1,0,1,1,1,1,74.8,30,0,0,0,0,0,1,0,0,2,0,68.1,0.74,5,0,86.6,Medium
BID00598,MSME,1,0,1,1,78.9,1,1,0,0,1,1,1,61.3,30,0,0,0,0,0,1,0,0,1,0,80.9,0.9,18,1,93.3,Low
BID00599,MSME,1,0,1,1,74.7,1,1,0,1,1,0,1,32.3,30,0,0,0,0,0,1,0,0,0,0,81.5,0.9,7,0,94.9,Low
BID00600,MSME,1,0,1,1,63.5,1,1,0,1,1,1,1,87.7,30,0,0,0,0,0,1,0,0,1,0,89.2,1.43,5,0,88.7,Low
BID00601,MSME,0,1,1,0,87.2,1,1,0,1,0,0,1,12.5,30,1,0,0,0,1,1,0,0,2,0,83.3,1.07,16,0,63.5,High
BID00602,MSME,1,0,1,1,93.8,1,0,0,0,1,1,1,74.6,50,0,0,0,0,0,1,0,0,0,0,98.6,1.03,5,0,96.9,Low
BID00603,MSME,1,0,1,1,92.7,1,1,0,1,1,0,1,23.4,20,0,0,0,0,0,1,0,0,1,0,78.8,1.07,12,0,95.0,Low
BID00604,MSME,1,0,0,0,97.3,1,1,0,1,0,1,0,100.0,50,0,0,0,0,0,1,1,0,1,0,93.8,0.89,20,2,45.9,High
BID00605,MSME,1,0,1,1,89.9,1,1,0,1,1,0,1,16.4,20,0,0,0,0,1,0,0,0,1,0,86.9,1.1,23,1,84.8,Medium
BID00606,Startup,1,0,1,1,77.0,1,0,0,1,1,0,1,83.8,20,1,1,0,0,0,1,0,0,0,0,72.1,0.88,1,0,88.6,Low
BID00607,MSME,1,1,1,1,97.6,1,1,0,1,1,0,1,53.0,20,0,0,0,0,0,1,0,0,5,0,58.3,1.36,11,0,74.2,Medium
BID00608,MSME,1,0,1,1,64.6,1,1,0,0,1,1,1,45.8,50,0,0,0,0,0,1,0,0,1,0,86.8,0.78,6,0,90.9,Low
BID00609,Startup,1,0,1,1,71.5,1,1,0,1,1,0,1,59.6,30,0,0,0,0,0,1,0,0,0,0,76.8,1.05,5,0,95.7,Low
BID00610,Large Enterprise,1,0,1,1,70.5,1,1,0,1,1,1,1,70.8,30,0,0,0,0,1,0,0,0,0,0,88.3,1.17,16,0,87.3,Low
BID00611,MSME,1,0,1,1,100.0,1,1,0,0,1,1,1,32.4,50,0,0,0,0,0,1,0,0,1,0,69.9,0.98,7,1,90.9,Low
BID00612,Large Enterprise,1,0,1,1,99.1,1,1,0,1,1,1,0,34.6,30,0,0,0,0,0,1,0,0,1,0,91.4,1.03,5,0,86.8,Medium
BID00613,Large Enterprise,1,0,1,1,92.3,0,1,1,1,1,1,1,71.2,20,1,1,0,0,0,1,0,0,1,0,100.0,0.95,18,0,81.4,Medium
BID00614,MSME,1,0,1,1,100.0,1,1,0,1,1,1,1,12.3,30,0,0,0,0,0,1,0,0,0,0,82.1,0.77,20,0,93.0,Low
BID00615,NSIC Registered,1,0,1,0,71.8,1,1,0,1,1,0,1,40.4,30,0,0,0,0,0,1,0,0,0,0,61.0,1.43,22,0,79.6,Medium
BID00616,OEM,0,1,1,1,90.2,1,1,0,0,1,1,1,100.0,30,0,0,0,0,1,0,0,0,0,0,84.3,0.91,8,0,81.6,Medium
BID00617,MSME,1,0,1,1,83.1,1,1,0,0,1,1,1,30.8,20,0,0,0,0,0,1,0,0,2,0,76.4,0.67,19,0,88.0,Low
BID00618,MSME,1,0,1,1,97.7,1,0,0,0,1,1,1,83.7,30,0,0,1,1,0,1,0,0,2,0,73.6,0.82,15,0,89.0,Low
BID00619,NSIC Registered,1,0,1,1,83.3,1,1,0,0,1,0,1,40.4,30,0,0,0,0,1,1,0,0,1,0,82.5,1.33,17,0,90.0,Low
BID00620,Large Enterprise,1,0,1,1,79.2,1,1,0,1,1,0,1,67.7,30,0,0,1,1,0,1,0,0,1,0,97.0,1.57,18,1,87.6,Low
BID00621,MSME,1,0,1,1,93.1,1,1,0,1,1,1,1,71.4,50,0,0,0,0,0,1,0,0,1,0,78.1,1.09,6,1,84.3,Medium
BID00622,MSME,1,0,1,1,98.1,1,1,0,1,1,0,1,83.2,50,0,0,0,0,0,1,0,0,2,0,93.4,1.2,7,0,92.3,Low
BID00623,MSME,1,0,1,1,75.0,1,1,0,1,1,0,1,50.0,30,0,0,1,1,1,1,0,0,2,0,82.4,1.46,20,0,91.5,Low
BID00624,Startup,1,0,1,1,84.1,1,1,0,0,1,1,1,100.0,50,0,0,0,0,0,1,0,0,3,0,83.9,0.76,18,0,83.7,Medium
BID00625,Large Enterprise,1,0,1,1,69.1,1,1,0,0,1,0,1,40.3,50,0,0,0,0,0,1,0,0,0,0,98.1,1.1,0,0,96.5,Low
BID00626,MSME,1,0,1,1,47.5,1,0,0,1,1,0,1,60.9,20,0,0,1,1,0,1,0,0,2,0,81.6,1.46,12,0,78.6,Medium
BID00627,Startup,1,1,1,1,88.0,1,1,1,1,1,0,1,61.1,50,0,0,1,1,0,1,0,1,2,0,94.2,1.21,0,0,48.2,High
BID00628,Large Enterprise,0,1,1,1,94.1,1,1,0,1,1,1,1,27.0,50,0,0,0,0,1,1,0,0,1,0,82.3,0.93,10,0,81.7,Medium
BID00629,MSME,1,0,1,1,88.9,1,1,0,1,0,1,1,47.9,30,0,0,0,0,0,1,0,0,2,0,91.7,1.09,1,0,87.7,Low
BID00630,MSME,1,0,1,1,55.8,1,1,0,1,1,1,1,59.0,20,0,0,0,0,0,1,0,0,1,1,81.8,1.47,20,0,75.9,Medium
BID00631,Large Enterprise,0,1,1,1,79.7,1,1,0,1,1,0,1,44.2,20,0,0,0,0,0,1,0,0,2,0,87.1,1.04,2,1,75.3,Medium
BID00632,NSIC Registered,1,0,1,1,51.7,1,1,0,0,1,0,1,100.0,20,0,0,0,0,0,1,1,0,1,1,88.1,0.77,12,0,55.5,High
BID00633,Startup,1,0,1,1,100.0,1,1,0,0,1,1,1,34.0,50,1,1,0,0,0,1,0,0,1,0,93.1,1.15,6,0,86.7,Medium
BID00634,Startup,1,0,1,1,68.7,1,1,0,1,1,1,0,84.5,30,0,0,1,1,0,1,0,0,1,0,90.8,0.77,1,1,88.3,Low
BID00635,MSME,1,0,1,1,100.0,1,1,0,1,1,0,1,76.4,20,0,0,0,0,0,1,0,0,1,0,74.9,0.82,1,0,94.7,Low
BID00636,Startup,1,0,1,1,99.2,1,1,0,1,1,0,1,54.7,20,1,0,0,0,0,1,0,0,1,0,100.0,0.88,2,0,92.2,Low
BID00637,Startup,1,0,1,1,71.5,1,1,0,0,1,0,1,33.4,50,0,0,0,0,0,1,0,0,2,0,85.3,1.0,12,0,84.1,Medium
BID00638,MSME,1,1,1,1,68.0,1,1,0,0,1,0,1,35.8,20,0,0,0,0,0,1,0,0,3,0,96.0,0.79,11,0,82.7,Medium
BID00639,MSME,0,1,1,1,90.3,1,1,0,0,1,0,1,42.1,30,0,0,0,0,0,1,0,0,0,0,56.3,1.1,0,0,85.7,Medium
BID00640,MSME,1,0,1,0,72.3,1,1,1,1,0,1,1,10.4,20,0,0,0,0,1,1,0,0,0,0,94.6,0.91,17,0,76.0,Medium
BID00641,MSME,1,0,1,1,86.5,1,1,0,0,1,1,0,29.9,30,0,0,0,0,0,1,0,0,0,0,94.2,1.2,4,1,92.7,Low
BID00642,MSME,1,1,1,1,77.8,1,1,1,1,1,1,1,17.9,30,0,0,0,0,1,1,0,0,0,1,87.8,1.01,18,0,71.7,Medium
BID00643,MSME,1,0,1,0,58.3,1,1,0,1,1,0,1,88.6,30,0,0,0,0,0,1,0,0,2,0,57.9,0.96,9,1,76.1,Medium
BID00644,MSME,1,0,1,1,51.5,1,1,0,1,1,1,1,70.5,50,0,0,0,0,0,1,0,1,0,0,76.3,0.97,5,0,63.3,High
BID00645,MSME,0,1,1,1,88.4,1,1,0,1,1,1,1,74.6,50,0,0,0,0,1,1,0,0,1,1,72.7,1.36,17,0,76.7,Medium
BID00646,NSIC Registered,1,0,1,1,76.6,1,1,0,0,1,1,1,69.7,30,0,0,0,0,0,1,0,0,1,0,99.0,1.22,14,1,88.5,Low
BID00647,Large Enterprise,1,0,1,1,76.7,1,1,0,1,1,1,0,59.2,30,0,0,0,0,0,1,0,0,3,0,70.6,0.64,13,0,78.8,Medium
BID00648,Large Enterprise,1,0,1,1,95.4,1,1,0,1,1,0,1,91.5,20,0,0,0,0,1,1,0,0,0,0,91.6,0.88,23,1,95.6,Low
BID00649,Large Enterprise,0,1,1,1,100.0,1,1,0,1,1,1,1,39.7,20,1,1,1,1,0,1,0,0,3,0,81.5,1.02,15,0,82.6,Medium
BID00650,Startup,1,0,0,0,80.9,1,1,0,1,1,1,1,57.7,20,1,1,0,0,0,1,0,0,0,0,98.0,0.46,3,1,82.6,Medium
BID00651,MSME,1,0,1,1,79.9,1,1,0,1,1,0,1,73.7,50,0,0,0,0,0,1,0,0,1,0,87.7,1.11,18,0,92.9,Low
BID00652,Startup,1,0,1,1,92.5,1,1,0,1,0,1,1,22.0,20,0,0,0,0,0,1,0,0,1,0,77.3,0.79,20,1,86.2,Medium
BID00653,Large Enterprise,0,1,1,1,64.6,1,1,0,1,1,0,1,100.0,30,0,0,1,0,1,1,0,0,0,0,75.7,0.82,7,1,73.4,Medium
BID00654,Large Enterprise,1,0,1,1,88.3,1,1,0,1,1,0,1,55.7,30,0,0,0,0,1,0,0,0,3,1,79.7,0.82,24,0,69.2,High
BID00655,Startup,0,1,1,1,93.3,1,1,0,0,1,0,1,58.5,50,0,0,1,1,0,1,1,0,1,0,47.9,1.31,0,0,53.1,High
BID00656,MSME,1,1,1,1,95.2,1,1,0,1,1,0,1,86.4,50,0,0,0,0,0,1,0,0,0,0,100.0,1.15,19,0,93.3,Low
BID00657,MSME,1,0,0,0,55.9,1,1,1,1,1,1,1,77.9,20,0,0,0,0,0,1,0,0,2,0,100.0,0.89,21,0,73.6,Medium
BID00658,MSME,1,0,1,1,73.6,1,1,0,1,1,0,1,56.0,50,0,0,0,0,0,1,0,0,0,0,85.8,0.86,21,0,87.9,Low
BID00659,Large Enterprise,1,0,1,1,71.8,1,1,0,0,1,1,1,58.3,30,0,0,0,0,0,1,0,0,1,0,96.3,1.04,12,0,93.7,Low
BID00660,Large Enterprise,1,1,1,1,86.5,1,1,0,0,1,1,1,17.4,30,0,0,0,0,0,1,0,0,1,0,84.6,1.4,8,0,82.7,Medium
BID00661,MSME,1,0,1,1,92.2,1,1,0,1,1,1,0,41.1,50,0,0,0,0,0,1,0,0,3,0,90.2,0.94,0,1,77.7,Medium
BID00662,OEM,1,0,1,1,100.0,1,1,1,1,1,1,1,67.9,30,1,1,0,0,1,1,0,0,1,1,96.8,0.53,14,0,76.5,Medium
BID00663,Large Enterprise,1,0,1,0,77.6,1,1,0,0,1,0,1,66.1,50,0,0,0,0,1,1,0,0,2,0,82.1,1.04,14,0,81.6,Medium
BID00664,MSME,1,0,1,1,77.5,0,1,0,0,1,1,1,85.5,30,1,0,0,0,0,1,0,0,0,0,94.3,1.07,13,0,82.4,Medium
BID00665,MSME,0,1,1,1,100.0,1,1,0,0,1,0,1,52.0,20,0,0,0,0,0,1,0,0,1,0,63.4,1.09,4,0,82.2,Medium
BID00666,MSME,0,1,1,1,89.4,1,1,0,0,1,1,1,20.3,50,0,0,0,0,1,1,0,0,0,0,87.6,0.99,16,0,81.0,Medium
BID00667,MSME,1,0,1,1,100.0,1,0,0,0,1,1,1,81.4,50,0,0,0,0,0,1,0,1,3,0,84.8,1.03,5,1,58.5,High
BID00668,MSME,1,1,1,1,89.3,1,1,0,1,1,0,1,90.9,50,0,0,0,0,0,1,0,0,0,0,80.9,0.75,8,0,85.2,Medium
